idx_gk,timestamp_s,cabeca_0_x,cabeca_0_y,cabeca_0_z,cabeca_0_vis,braco_dir_ombro_x,braco_dir_ombro_y,braco_dir_ombro_z,braco_dir_ombro_vis,braco_dir_cotov_x,braco_dir_cotov_y,braco_dir_cotov_z,braco_dir_cotov_vis,braco_dir_pulso_x,braco_dir_pulso_y,braco_dir_pulso_z,braco_dir_pulso_vis,braco_esq_ombro_x,braco_esq_ombro_y,braco_esq_ombro_z,braco_esq_ombro_vis,braco_esq_cotov_x,braco_esq_cotov_y,braco_esq_cotov_z,braco_esq_cotov_vis,braco_esq_pulso_x,braco_esq_pulso_y,braco_esq_pulso_z,braco_esq_pulso_vis,perna_dir_anca_x,perna_dir_anca_y,perna_dir_anca_z,perna_dir_anca_vis,perna_dir_joelho_x,perna_dir_joelho_y,perna_dir_joelho_z,perna_dir_joelho_vis,perna_dir_tornoz_x,perna_dir_tornoz_y,perna_dir_tornoz_z,perna_dir_tornoz_vis,perna_esq_anca_x,perna_esq_anca_y,perna_esq_anca_z,perna_esq_anca_vis,perna_esq_joelho_x,perna_esq_joelho_y,perna_esq_joelho_z,perna_esq_joelho_vis,perna_esq_tornoz_x,perna_esq_tornoz_y,perna_esq_tornoz_z,perna_esq_tornoz_vis,resultado
shot_KS_25,524.0263113975525,0.18055443465709686,0.6504073739051819,-0.33381932973861694,0.9986554384231567,0.17606066167354584,0.6644150018692017,0.019431600347161293,0.9998171925544739,0.1856880635023117,0.6652442216873169,0.1543986052274704,0.046388350427150726,0.18523669242858887,0.6481261849403381,0.1071832999587059,0.128024622797966,0.1738099753856659,0.6682093143463135,-0.4568731188774109,0.9993858337402344,0.18359829485416412,0.6706670522689819,-0.6599826812744141,0.7735101580619812,0.18452060222625732,0.6495269536972046,-0.8001645803451538,0.6003477573394775,0.17839562892913818,0.7163178324699402,0.16395094990730286,0.9999834299087524,0.18021303415298462,0.7453946471214294,0.42848333716392517,0.09972526878118515,0.17608825862407684,0.7748167514801025,0.6823096871376038,0.4886910021305084,0.1771952509880066,0.7180835604667664,-0.16397058963775635,0.9999829530715942,0.17996737360954285,0.7499246001243591,-0.22897328436374664,0.9063079953193665,0.17353670299053192,0.7879716157913208,-0.16853363811969757,0.9528732299804688,golo
shot_KS_25,524.1119322776794,0.1805550903081894,0.650687575340271,-0.24960395693778992,0.9987619519233704,0.1754283756017685,0.6655844449996948,0.023447206243872643,0.9998197555541992,0.1733464002609253,0.6633443236351013,0.1272338181734085,0.04415084049105644,0.16918128728866577,0.6492276191711426,0.07553967088460922,0.11943882703781128,0.17424063384532928,0.6689932942390442,-0.4431997835636139,0.9994407892227173,0.1854948252439499,0.6702286005020142,-0.5935279130935669,0.794812798500061,0.18507051467895508,0.6508963108062744,-0.6742680668830872,0.636972188949585,0.1783091276884079,0.7153814435005188,0.16263501346111298,0.9999843835830688,0.1802072376012802,0.7453499436378479,0.43312159180641174,0.09904719889163971,0.1769506335258484,0.773625373840332,0.6891425251960754,0.4826134443283081,0.17687742412090302,0.7166842818260193,-0.1626245230436325,0.9999842643737793,0.17952971160411835,0.7496781349182129,-0.19068188965320587,0.9131583571434021,0.17355306446552277,0.7880057096481323,-0.17076575756072998,0.9558775424957275,golo
shot_KS_25,524.1682271957397,0.18061073124408722,0.6512386798858643,-0.2338019162416458,0.9988410472869873,0.17538928985595703,0.6659384369850159,0.0561787374317646,0.9998255372047424,0.17813290655612946,0.663745641708374,0.16798850893974304,0.04268495365977287,0.17252014577388763,0.6545826196670532,0.11569453775882721,0.11477332562208176,0.17422796785831451,0.669157862663269,-0.4062677025794983,0.9994816780090332,0.18538589775562286,0.6717086434364319,-0.5689077973365784,0.8112373948097229,0.1852031797170639,0.6542169451713562,-0.6721227765083313,0.6636511087417603,0.1779811680316925,0.7151413559913635,0.15784606337547302,0.999984622001648,0.18007242679595947,0.745369553565979,0.4162626564502716,0.09916955232620239,0.17703400552272797,0.7733242511749268,0.6692796945571899,0.4790940284729004,0.17627985775470734,0.7164087295532227,-0.15782345831394196,0.999984860420227,0.178814098238945,0.7495236396789551,-0.20202581584453583,0.9186968803405762,0.17356953024864197,0.7880058884620667,-0.1796036660671234,0.9583125710487366,golo
shot_KS_25,524.2233572006226,0.18056386709213257,0.6506685614585876,-0.15523703396320343,0.9989516139030457,0.1748371720314026,0.6659070253372192,0.10795317590236664,0.9998354315757751,0.17830391228199005,0.6781145334243774,0.17171892523765564,0.039949025958776474,0.17733097076416016,0.6823405027389526,0.07490617036819458,0.10569131374359131,0.17450855672359467,0.6691297292709351,-0.3668716549873352,0.999530017375946,0.18579359352588654,0.6760857105255127,-0.4815501272678375,0.8293798565864563,0.18544508516788483,0.6577468514442444,-0.5001140236854553,0.6957695484161377,0.17767460644245148,0.7150540947914124,0.15730908513069153,0.9999847412109375,0.17951633036136627,0.7455218434333801,0.41133585572242737,0.11732634156942368,0.177180215716362,0.7765163779258728,0.6461045145988464,0.5003633499145508,0.175668865442276,0.716421902179718,-0.15729142725467682,0.9999856948852539,0.1777046173810959,0.7495682239532471,-0.16738347709178925,0.9261849522590637,0.17346327006816864,0.7880605459213257,-0.12249541282653809,0.9618752002716064,golo
shot_KS_25,524.2865686416626,0.18042153120040894,0.6505821347236633,-0.16246306896209717,0.9990550875663757,0.1720496118068695,0.6653945446014404,0.10847876220941544,0.9998482465744019,0.177603080868721,0.6766157150268555,0.28473252058029175,0.042837150394916534,0.18167975544929504,0.6672421097755432,0.3415190875530243,0.1163121834397316,0.17489591240882874,0.6693195104598999,-0.3657371997833252,0.9995726943016052,0.18559986352920532,0.6800230741500854,-0.41377273201942444,0.8448134064674377,0.1860557347536087,0.6613723039627075,-0.33631911873817444,0.7234942317008972,0.17621158063411713,0.7150980234146118,0.16144776344299316,0.9999850988388062,0.1789664477109909,0.7456967234611511,0.414267361164093,0.1452612578868866,0.17719100415706635,0.7774320840835571,0.6543458104133606,0.5219031572341919,0.17548389732837677,0.7164608240127563,-0.16144011914730072,0.9999862909317017,0.17726226150989532,0.7500280141830444,-0.15826065838336945,0.933131217956543,0.17332206666469574,0.7882217764854431,-0.11766230314970016,0.9651326537132263,golo
shot_KS_25,524.3342649936676,0.18031524121761322,0.650442361831665,-0.15875835716724396,0.999147891998291,0.1721697598695755,0.6656059622764587,0.1246580109000206,0.999861478805542,0.17846521735191345,0.6735235452651978,0.30815771222114563,0.04961547628045082,0.1824772208929062,0.6667183637619019,0.3605000674724579,0.14829733967781067,0.1749698668718338,0.6692976951599121,-0.3607479929924011,0.9996110796928406,0.1843438595533371,0.6840608716011047,-0.40950649976730347,0.858248770236969,0.18653857707977295,0.6658976674079895,-0.33390775322914124,0.7468145489692688,0.17511416971683502,0.7152117490768433,0.167830690741539,0.9999856948852539,0.17851199209690094,0.7459812164306641,0.43048617243766785,0.168731689453125,0.17710423469543457,0.7775997519493103,0.6734427809715271,0.5451400876045227,0.17525695264339447,0.716563880443573,-0.1677851378917694,0.9999868869781494,0.17715086042881012,0.7501429319381714,-0.16902363300323486,0.9395114779472351,0.1732023060321808,0.7882300615310669,-0.12429926544427872,0.9682496190071106,golo
shot_KS_25,524.3978815078735,0.18031664192676544,0.650310754776001,-0.16019070148468018,0.999228835105896,0.17267318069934845,0.6664198637008667,0.13361741602420807,0.9998725056648254,0.178964763879776,0.6792801022529602,0.2701488733291626,0.05278754234313965,0.18391403555870056,0.6685973405838013,0.25753846764564514,0.17712470889091492,0.1749260425567627,0.669281542301178,-0.3563443124294281,0.9996433854103088,0.1826440840959549,0.6852746605873108,-0.38054564595222473,0.8691409230232239,0.18658104538917542,0.667631208896637,-0.2663843631744385,0.7628159523010254,0.17498181760311127,0.7155196070671082,0.17236639559268951,0.9999859929084778,0.1783122569322586,0.7457496523857117,0.45243629813194275,0.1728922575712204,0.17653177678585052,0.7746896147727966,0.7021068334579468,0.5607423782348633,0.1750599443912506,0.7166152000427246,-0.17229439318180084,0.9999871850013733,0.17708171904087067,0.7501149773597717,-0.17731449007987976,0.9451473355293274,0.17318220436573029,0.7882080674171448,-0.13258017599582672,0.9710199236869812,golo
shot_KS_25,524.4525637626648,0.18027432262897491,0.6502031683921814,-0.17826180160045624,0.999301552772522,0.17294670641422272,0.6668762564659119,0.11612271517515182,0.999882698059082,0.17925946414470673,0.6792388558387756,0.24692335724830627,0.0527479387819767,0.18458537757396698,0.6696927547454834,0.22839877009391785,0.19022928178310394,0.17474885284900665,0.6701508164405823,-0.35762691497802734,0.9996748566627502,0.18135817348957062,0.6890276074409485,-0.40926212072372437,0.8795909881591797,0.1871625930070877,0.6731423139572144,-0.30816036462783813,0.7823693156242371,0.17479145526885986,0.715537965297699,0.1713344007730484,0.9999851584434509,0.1778474599123001,0.7457554340362549,0.4636981785297394,0.16347524523735046,0.1754959672689438,0.7743147611618042,0.7218130826950073,0.5485191941261292,0.17485971748828888,0.7169309258460999,-0.1712716668844223,0.9999868273735046,0.17692294716835022,0.750074028968811,-0.1785896271467209,0.9497662782669067,0.17312678694725037,0.7880156636238098,-0.1580733060836792,0.9729902148246765,golo
shot_KS_25,524.5084366798401,0.180278018116951,0.650165319442749,-0.24232013523578644,0.999370276927948,0.17320281267166138,0.6667690277099609,0.06961365044116974,0.9998934864997864,0.1793140023946762,0.6770359873771667,0.28848809003829956,0.05975238233804703,0.18639002740383148,0.6671903729438782,0.39975491166114807,0.2372484803199768,0.1745329648256302,0.6712213754653931,-0.4060080349445343,0.9997048377990723,0.17987863719463348,0.6920188665390015,-0.422497034072876,0.8904382586479187,0.1877310574054718,0.676351010799408,-0.3142898380756378,0.8024526834487915,0.17463572323322296,0.7158294320106506,0.17066791653633118,0.9999837279319763,0.17755506932735443,0.745985746383667,0.4636402130126953,0.15449056029319763,0.1748557984828949,0.775526225566864,0.715171217918396,0.5332021117210388,0.1745927482843399,0.7178237438201904,-0.17061081528663635,0.99998539686203,0.17674531042575836,0.7501161098480225,-0.1701517552137375,0.9533239603042603,0.17312820255756378,0.7879019975662231,-0.1184469684958458,0.9738011360168457,golo
shot_KS_25,524.5556671619415,0.1804758459329605,0.6502345204353333,-0.2411167174577713,0.9994323253631592,0.17330887913703918,0.6667274832725525,0.04940851405262947,0.99990314245224,0.17938430607318878,0.6767304539680481,0.28113070130348206,0.06279812753200531,0.1862417310476303,0.6683675646781921,0.40621763467788696,0.26959213614463806,0.17440833151340485,0.6717746257781982,-0.40750929713249207,0.9997327327728271,0.1790044903755188,0.6948734521865845,-0.367238312959671,0.9004224538803101,0.18848635256290436,0.6833834648132324,-0.19634130597114563,0.8209798336029053,0.17435048520565033,0.7161393761634827,0.16488824784755707,0.9999827742576599,0.1773623526096344,0.7468020915985107,0.4774057865142822,0.15106849372386932,0.17420275509357452,0.7765430808067322,0.7385693192481995,0.5223283171653748,0.17471042275428772,0.719257116317749,-0.1648118942975998,0.999984622001648,0.1761959344148636,0.7519443035125732,-0.01733875833451748,0.955378532409668,0.1730845421552658,0.7879034280776978,0.11669590324163437,0.9735633134841919,golo
